F5LI.IDX	5-Day Mcap Lows S&P 500 Industrials
F5LJ.IDX	5-Day Mcap Lows S&P 500 Utilities
F5LK.IDX	5-Day Mcap Lows S&P 500 Info Tech
F5LL.IDX	5-Day Mcap Lows Price Lt $10
F5LM.IDX	5-Day Mcap Lows S&P 500 Consumer Staples
F5LN.IDX	5-Day Mcap Lows NYSE
F5LO.IDX	5-Day Mcap Lows S&P 100
F5LP.IDX	5-Day Mcap Lows S&P 500
F5LQ.IDX	5-Day Mcap Lows Nasdaq
F5LR.IDX	5-Day Mcap Lows S&P 500 Real Estate
F5LS.IDX	5-Day Mcap Lows S&P 500 Health Care
F5LT.IDX	5-Day Mcap Lows S&P 500 Energies
F5LU.IDX	5-Day Mcap Lows Volume Lt 100K
F5LV.IDX	5-Day Mcap Lows Volume GT 100K
F5LW.IDX	5-Day Mcap Lows S&P 500 Telecom Srvs
F5LX.IDX	5-Day Mcap Lows Overall
F5LY.IDX	5-Day Mcap Lows S&P 500 Consumer Disc
F5LZ.IDX	5-Day Mcap Lows Russell 3000
F6DA.IDX	6-Month Mcap Hi-Lo AMEX
F6DB.IDX	6-Month Mcap Hi-Lo S&P 500 Materials
F6DC.IDX	6-Month Mcap Hi-Lo Russell 2000
F6DF.IDX	6-Month Mcap Hi-Lo S&P 500 Financials
F6DG.IDX	6-Month Mcap Hi-Lo Russell 1000
F6DH.IDX	6-Month Mcap Hi-Lo Price GT $10
F6DI.IDX	6-Month Mcap Hi-Lo S&P 500 Industrials
F6DJ.IDX	6-Month Mcap Hi-Lo S&P 500 Utilities
F6DK.IDX	6-Month Mcap Hi-Lo S&P 500 Info Tech
F6DL.IDX	6-Month Mcap Hi-Lo Price Lt $10
F6DM.IDX	6-Month Mcap Hi-Lo S&P 500 Consumer Staples
F6DN.IDX	6-Month Mcap Hi-Lo NYSE
F6DO.IDX	6-Month Mcap Hi-Lo S&P 100
F6DP.IDX	6-Month Mcap Hi-Lo S&P 500
F6DQ.IDX	6-Month Mcap Hi-Lo Nasdaq
F6DR.IDX	6-Month Mcap Hi-Lo S&P 500 Real Estate
F6DS.IDX	6-Month Mcap Hi-Lo S&P 500 Health Care
F6DU.IDX	6-Month Mcap Hi-Lo Volume Lt 100K
F6DV.IDX	6-Month Mcap Hi-Lo Volume GT 100K
F6DW.IDX	6-Month Mcap Hi-Lo S&P 500 Telecom Srvs
F6DX.IDX	6-Month Mcap Hi-Lo Overall
F6DY.IDX	6-Month Mcap Hi-Lo S&P 500 Consumer Disc
F6DZ.IDX	6-Month Mcap Hi-Lo Russell 3000
F6HA.IDX	6-Month Mcap Highs AMEX
F6HB.IDX	6-Month Mcap Highs S&P 500 Materials
F6HC.IDX	6-Month Mcap Highs Russell 2000
F6HF.IDX	6-Month Mcap Highs S&P 500 Financials
F6HG.IDX	6-Month Mcap Highs Russell 1000
F6HH.IDX	6-Month Mcap Highs Price GT $10
F6HI.IDX	6-Month Mcap Highs S&P 500 Industrials
F6HJ.IDX	6-Month Mcap Highs S&P 500 Utilities
F6HK.IDX	6-Month Mcap Highs S&P 500 Info Tech
F6HL.IDX	6-Month Mcap Highs Price Lt $10
F6HM.IDX	6-Month Mcap Highs S&P 500 Consumer Staples
F6HN.IDX	6-Month Mcap Highs NYSE
F6HO.IDX	6-Month Mcap Highs S&P 100
F6HP.IDX	6-Month Mcap Highs S&P 500
F6HQ.IDX	6-Month Mcap Highs Nasdaq
F6HR.IDX	6-Month Mcap Highs S&P 500 Real Estate
F6HS.IDX	6-Month Mcap Highs S&P 500 Health Care
F6HT.IDX	6-Month Mcap Highs S&P 500 Energies
F6HU.IDX	6-Month Mcap Highs Volume Lt 100K
F6HV.IDX	6-Month Mcap Highs Volume GT 100K
F6HW.IDX	6-Month Mcap Highs S&P 500 Telecom Srvs
F6HX.IDX	6-Month Mcap Highs Overall
F6HY.IDX	6-Month Mcap Highs S&P 500 Consumer Disc
F6HZ.IDX	6-Month Mcap Highs Russell 3000
F6LA.IDX	6-Month Mcap Lows AMEX
F6LB.IDX	6-Month Mcap Lows S&P 500 Materials
F6LC.IDX	6-Month Mcap Lows Russell 2000
F6LF.IDX	6-Month Mcap Lows S&P 500 Financials
F6LG.IDX	6-Month Mcap Lows Russell 1000
F6LH.IDX	6-Month Mcap Lows Price GT $10
F6LI.IDX	6-Month Mcap Lows S&P 500 Industrials
F6LJ.IDX	6-Month Mcap Lows S&P 500 Utilities
F6LK.IDX	6-Month Mcap Lows S&P 500 Info Tech
F6LL.IDX	6-Month Mcap Lows Price Lt $10
F6LM.IDX	6-Month Mcap Lows S&P 500 Consumer Staples
F6LN.IDX	6-Month Mcap Lows NYSE
F6LO.IDX	6-Month Mcap Lows S&P 100
F6LP.IDX	6-Month Mcap Lows S&P 500
F6LQ.IDX	6-Month Mcap Lows Nasdaq
F6LR.IDX	6-Month Mcap Lows S&P 500 Real Estate
F6LS.IDX	6-Month Mcap Lows S&P 500 Health Care
F6LU.IDX	6-Month Mcap Lows Volume Lt 100K
F6LV.IDX	6-Month Mcap Lows Volume GT 100K
F6LW.IDX	6-Month Mcap Lows S&P 500 Telecom Srvs
F6LX.IDX	6-Month Mcap Lows Overall
F6LY.IDX	6-Month Mcap Lows S&P 500 Consumer Disc
F6LZ.IDX	6-Month Mcap Lows Russell 3000
FADA.IDX	52-Week Mcap Hi-Lo AMEX
FADB.IDX	52-Week Mcap Hi-Lo S&P 500 Materials
FADC.IDX	52-Week Mcap Hi-Lo Russell 2000
FADF.IDX	52-Week Mcap Hi-Lo S&P 500 Financials
FADG.IDX	52-Week Mcap Hi-Lo Russell 1000
FADH.IDX	52-Week Mcap Hi-Lo Price GT $10
FADI.IDX	52-Week Mcap Hi-Lo S&P 500 Industrials
FADJ.IDX	6-Month Mcap Hi-Lo S&P 500 Utilities
FADK.IDX	52-Week Mcap Hi-Lo S&P 500 Info Tech
FADL.IDX	52-Week Mcap Hi-Lo Price Lt $10
FADM.IDX	52-Week Mcap Hi-Lo S&P 500 Consumer Staples
FADN.IDX	52-Week Mcap Hi-Lo NYSE
FADO.IDX	52-Week Mcap Hi-Lo S&P 100
FADP.IDX	52-Week Mcap Hi-Lo S&P 500
FADQ.IDX	52-Week Mcap Hi-Lo Nasdaq
FADR.IDX	52-Week Mcap Hi-Lo S&P 500 Real Estate
FADS.IDX	52-Week Mcap Hi-Lo S&P 500 Health Care
FADU.IDX	52-Week Mcap Hi-Lo Volume Lt 100K
FADV.IDX	52-Week Mcap Hi-Lo Volume GT 100K
FADW.IDX	52-Week Mcap Hi-Lo S&P 500 Telecom Srvs
FADX.IDX	52-Week Mcap Hi-Lo Overall
FADY.IDX	52-Week Mcap Hi-Lo S&P 500 Consumer Disc
FADZ.IDX	52-Week Mcap Hi-Lo Russell 3000
FAHA.IDX	52-Week Mcap Highs AMEX
FAHB.IDX	52-Week Mcap Highs S&P 500 Materials
FAHC.IDX	52-Week Mcap Highs Russell 2000
FAHF.IDX	52-Week Mcap Highs S&P 500 Financials
FAHG.IDX	52-Week Mcap Highs Russell 1000
FAHH.IDX	52-Week Mcap Highs Price GT $10
FAHI.IDX	52-Week Mcap Highs S&P 500 Industrials
FAHJ.IDX	52-Week Mcap Highs S&P 500 Utilities
FAHK.IDX	52-Week Mcap Highs S&P 500 Info Tech
FAHL.IDX	52-Week Mcap Highs Price Lt $10
FAHM.IDX	52-Week Mcap Highs S&P 500 Consumer Staples
FAHN.IDX	52-Week Mcap Highs NYSE
FAHO.IDX	52-Week Mcap Highs S&P 100
FAHP.IDX	52-Week Mcap Highs S&P 500
FAHQ.IDX	52-Week Mcap Highs Nasdaq
FAHR.IDX	52-Week Mcap Highs S&P 500 Real Estate
FAHS.IDX	52-Week Mcap Highs S&P 500 Health Care
FAHT.IDX	52-Week Mcap Highs S&P 500 Energies
FAHU.IDX	52-Week Mcap Highs Volume Lt 100K
FAHV.IDX	52-Week Mcap Highs Volume GT 100K
FAHW.IDX	52-Week Mcap Highs S&P 500 Telecom Srvs
FAHX.IDX	52-Week Mcap Highs Overall
FAHY.IDX	52-Week Mcap Highs S&P 500 Consumer Disc
FAHZ.IDX	52-Week Mcap Highs Russell 3000
FALA.IDX	52-Week Mcap Lows AMEX
FALB.IDX	52-Week Mcap Lows S&P 500 Materials
FALC.IDX	52-Week Mcap Lows Russell 2000
FALF.IDX	52-Week Mcap Lows S&P 500 Financials
FALG.IDX	52-Week Mcap Lows Russell 1000
FALH.IDX	52-Week Mcap Lows Price GT $10
FALI.IDX	52-Week Mcap Lows S&P 500 Industrials
FALJ.IDX	6-Month Mcap Lows S&P 500 Utilities
FALK.IDX	52-Week Mcap Lows S&P 500 Info Tech
FALL.IDX	52-Week Mcap Lows Price Lt $10
FALM.IDX	52-Week Mcap Lows S&P 500 Consumer Staples
FALN.IDX	52-Week Mcap Lows NYSE
FALO.IDX	52-Week Mcap Lows S&P 100
FALP.IDX	52-Week Mcap Lows S&P 500
FALQ.IDX	52-Week Mcap Lows Nasdaq
FALR.IDX	52-Week Mcap Lows S&P 500 Real Estate
FALS.IDX	52-Week Mcap Lows S&P 500 Health Care
FALU.IDX	52-Week Mcap Lows Volume Lt 100K
FALV.IDX	52-Week Mcap Lows Volume GT 100K
FALW.IDX	52-Week Mcap Lows S&P 500 Telecom Srvs
FALX.IDX	52-Week Mcap Lows Overall
FALY.IDX	52-Week Mcap Lows S&P 500 Consumer Disc
FALZ.IDX	52-Week Mcap Lows Russell 3000
FYDA.IDX	YTD Mcap Hi-Lo AMEX
FYDB.IDX	YTD Mcap Hi-Lo S&P 500 Materials
FYDC.IDX	YTD Mcap Hi-Lo Russell 2000
FYDF.IDX	YTD Mcap Hi-Lo S&P 500 Financials
FYDG.IDX	YTD Mcap Hi-Lo Russell 1000
FYDH.IDX	YTD Mcap Hi-Lo Price GT $10
FYDI.IDX	YTD Mcap Hi-Lo S&P 500 Industrials
FYDJ.IDX	YTD Mcap Hi-Lo S&P 500 Utilities
FYDK.IDX	YTD Mcap Hi-Lo S&P 500 Info Tech
FYDL.IDX	YTD Mcap Hi-Lo Price Lt $10
FYDM.IDX	YTD Mcap Hi-Lo S&P 500 Consumer Staples
FYDN.IDX	YTD Mcap Hi-Lo NYSE
FYDO.IDX	YTD Mcap Hi-Lo S&P 100
FYDP.IDX	YTD Mcap Hi-Lo S&P 500
FYDQ.IDX	YTD Mcap Hi-Lo Nasdaq
FYDR.IDX	YTD Mcap Hi-Lo S&P 500 Real Estate
FYDS.IDX	YTD Mcap Hi-Lo S&P 500 Health Care
FYDU.IDX	YTD Mcap Hi-Lo Volume Lt 100K
FYDV.IDX	YTD Mcap Hi-Lo Volume GT 100K
FYDW.IDX	YTD Mcap Hi-Lo S&P 500 Telecom Srvs
FYDX.IDX	YTD Mcap Hi-Lo Overall
FYDY.IDX	YTD Mcap Hi-Lo S&P 500 Consumer Disc
FYDZ.IDX	YTD Mcap Hi-Lo Russell 3000
FYHA.IDX	YTD Mcap Highs AMEX
FYHB.IDX	YTD Mcap Highs S&P 500 Materials
FYHC.IDX	YTD Mcap Highs Russell 2000
FYHF.IDX	YTD Mcap Highs S&P 500 Financials
FYHG.IDX	YTD Mcap Highs Russell 1000
FYHH.IDX	YTD Mcap Highs Price GT $10
FYHI.IDX	YTD Mcap Highs S&P 500 Industrials
FYHJ.IDX	YTD Mcap Highs S&P 500 Utilities
FYHK.IDX	YTD Mcap Highs S&P 500 Info Tech
FYHL.IDX	YTD Mcap Highs Price Lt $10
FYHM.IDX	YTD Mcap Highs S&P 500 Consumer Staples
FYHN.IDX	YTD Mcap Highs NYSE
FYHO.IDX	YTD Mcap Highs S&P 100
FYHP.IDX	YTD Mcap Highs S&P 500
FYHQ.IDX	YTD Mcap Highs Nasdaq
FYHR.IDX	YTD Mcap Highs S&P 500 Real Estate
FYHS.IDX	YTD Mcap Highs S&P 500 Health Care
FYHT.IDX	YTD Mcap Highs S&P 500 Energies
FYHU.IDX	YTD Mcap Highs Volume Lt 100K
FYHV.IDX	YTD Mcap Highs Volume GT 100K
FYHW.IDX	YTD Mcap Highs S&P 500 Telecom Srvs
FYHX.IDX	YTD Mcap Highs Overall
FYHY.IDX	YTD Mcap Highs S&P 500 Consumer Disc
FYHZ.IDX	YTD Mcap Highs Russell 3000
FYLA.IDX	YTD Mcap Lows AMEX
FYLB.IDX	YTD Mcap Lows S&P 500 Materials
FYLC.IDX	YTD Mcap Lows Russell 2000
FYLF.IDX	YTD Mcap Lows S&P 500 Financials
FYLG.IDX	YTD Mcap Lows Russell 1000
FYLH.IDX	YTD Mcap Lows Price GT $10
FYLI.IDX	YTD Mcap Lows S&P 500 Industrials
FYLJ.IDX	YTD Mcap Lows S&P 500 Utilities
FYLK.IDX	YTD Mcap Lows S&P 500 Info Tech
FYLL.IDX	YTD Mcap Lows Price Lt $10
FYLM.IDX	YTD Mcap Lows S&P 500 Consumer Staples
FYLN.IDX	YTD Mcap Lows NYSE
FYLO.IDX	YTD Mcap Lows S&P 100
FYLP.IDX	YTD Mcap Lows S&P 500
FYLQ.IDX	YTD Mcap Lows Nasdaq
FYLR.IDX	YTD Mcap Lows S&P 500 Real Estate
FYLS.IDX	YTD Mcap Lows S&P 500 Health Care
FYLU.IDX	YTD Mcap Lows Volume Lt 100K
FYLV.IDX	YTD Mcap Lows Volume GT 100K
FYLW.IDX	YTD Mcap Lows S&P 500 Telecom Srvs
FYLX.IDX	YTD Mcap Lows Overall
FYLY.IDX	YTD Mcap Lows S&P 500 Consumer Disc
FYLZ.IDX	YTD Mcap Lows Russell 3000
G1DA.IDX	1-Month Mcap Hi-Lo S&P 600
G1DB.IDX	1-Month Mcap Hi-Lo S&P 400
G1DC.IDX	1-Month Mcap Hi-Lo Nasdaq 100
G1DD.IDX	1-Month Mcap Hi-Lo Dow Indu
G1DE.IDX	1-Month Mcap Hi-Lo Dow Comp
G1DF.IDX	1-Month Mcap Hi-Lo Dow Tran
G1DG.IDX	1-Month Mcap Hi-Lo Dow Util
G1DO.IDX	1-Month Mcap Hi-Lo Nasdaq Comp
G1DV.IDX	1-Month Mcap Hi-Lo S&P ESG
G1DY.IDX	1-Month Mcap Hi-Lo S&P 500 Value
G1DZ.IDX	1-Month Mcap Hi-Lo S&P 500 Growth
G1HA.IDX	1-Month Mcap Highs S&P 600
G1HB.IDX	1-Month Mcap Highs S&P 400
G1HC.IDX	1-Month Mcap Highs Nasdaq 100
G1HD.IDX	1-Month Mcap Highs Dow Indu
G1HE.IDX	1-Month Mcap Highs Dow Comp
G1HF.IDX	1-Month Mcap Highs Dow Tran
G1HG.IDX	1-Month Mcap Highs Dow Util
G1HO.IDX	1-Month Mcap Highs Nasdaq Comp
G1HV.IDX	1-Month Mcap Highs S&P ESG
G1HY.IDX	1-Month Mcap Highs S&P 500 Value
G1HZ.IDX	1-Month Mcap Highs S&P 500 Growth
G1LA.IDX	1-Month Mcap Lows S&P 600
G1LB.IDX	1-Month Mcap Lows S&P 400
G1LC.IDX	1-Month Mcap Lows Nasdaq 100
G1LD.IDX	1-Month Mcap Lows Dow Indu
G1LE.IDX	1-Month Mcap Lows Dow Comp
G1LF.IDX	1-Month Mcap Lows Dow Tran
G1LG.IDX	1-Month Mcap Lows Dow Util
G1LO.IDX	1-Month Mcap Lows Nasdaq Comp
G1LV.IDX	1-Month Mcap Lows S&P ESG
G1LY.IDX	1-Month Mcap Lows S&P 500 Value
G1LZ.IDX	1-Month Mcap Lows S&P 500 Growth
G3DA.IDX	3-Month Mcap Hi-Lo S&P 600
G3DB.IDX	3-Month Mcap Hi-Lo S&P 400
G3DC.IDX	3-Month Mcap Hi-Lo Nasdaq 100
G3DD.IDX	3-Month Mcap Hi-Lo Dow Indu
G3DE.IDX	3-Month Mcap Hi-Lo Dow Comp
G3DF.IDX	3-Month Mcap Hi-Lo Dow Tran
G3DG.IDX	3-Month Mcap Hi-Lo Dow Util
G3DO.IDX	3-Month Mcap Hi-Lo Nasdaq Comp
G3DV.IDX	3-Month Mcap Hi-Lo S&P ESG
G3DY.IDX	3-Month Mcap Hi-Lo S&P 500 Value
G3DZ.IDX	3-Month Mcap Hi-Lo S&P 500 Growth
G3HA.IDX	3-Month Mcap Highs S&P 600
G3HB.IDX	3-Month Mcap Highs S&P 400
G3HC.IDX	3-Month Mcap Highs Nasdaq 100
G3HD.IDX	3-Month Mcap Highs Dow Indu
G3HE.IDX	3-Month Mcap Highs Dow Comp
G3HF.IDX	3-Month Mcap Highs Dow Tran
G3HO.IDX	3-Month Mcap Highs Nasdaq Comp
G3HV.IDX	3-Month Mcap Highs S&P ESG
G3HY.IDX	3-Month Mcap Highs S&P 500 Value
G3HZ.IDX	3-Month Mcap Highs S&P 500 Growth
G3LA.IDX	3-Month Mcap Lows S&P 600
G3LB.IDX	3-Month Mcap Lows S&P 400
G3LC.IDX	3-Month Mcap Lows Nasdaq 100
G3LD.IDX	3-Month Mcap Lows Dow Indu
G3LE.IDX	3-Month Mcap Lows Dow Comp
G3LF.IDX	3-Month Mcap Lows Dow Tran
G3LG.IDX	3-Month Mcap Lows Dow Util
G3LO.IDX	3-Month Mcap Lows Nasdaq Comp
G3LV.IDX	3-Month Mcap Lows S&P ESG
G3LY.IDX	3-Month Mcap Lows S&P 500 Value
G3LZ.IDX	3-Month Mcap Lows S&P 500 Growth
G5DA.IDX	5-Day Mcap Hi-Lo S&P 600
G5DB.IDX	5-Day Mcap Hi-Lo S&P 400
G5DC.IDX	5-Day Mcap Hi-Lo Nasdaq 100
G5DD.IDX	5-Day Mcap Hi-Lo Dow Indu
G5DE.IDX	5-Day Mcap Hi-Lo Dow Comp
G5DF.IDX	5-Day Mcap Hi-Lo Dow Tran
G5DG.IDX	5-Day Mcap Hi-Lo Dow Util
G5DO.IDX	5-Day Mcap Hi-Lo Nasdaq Comp
G5DV.IDX	5-Day Mcap Hi-Lo S&P ESG
G5DY.IDX	5-Day Mcap Hi-Lo S&P 500 Value
G5DZ.IDX	5-Day Mcap Hi-Lo S&P 500 Growth
G5HA.IDX	5-Day Mcap Highs S&P 600
G5HB.IDX	5-Day Mcap Highs S&P 400
G5HC.IDX	5-Day Mcap Highs Nasdaq 100
G5HD.IDX	5-Day Mcap Highs Dow Indu
G5HE.IDX	5-Day Mcap Highs Dow Comp
G5HF.IDX	5-Day Mcap Highs Dow Tran
G5HG.IDX	5-Day Mcap Highs Dow Util
G5HO.IDX	5-Day Mcap Highs Nasdaq Comp
G5HV.IDX	5-Day Mcap Highs S&P ESG
G5HY.IDX	5-Day Mcap Highs S&P 500 Value
G5HZ.IDX	5-Day Mcap Highs S&P 500 Growth
G5LA.IDX	5-Day Mcap Lows S&P 600
G5LB.IDX	5-Day Mcap Lows S&P 400
G5LC.IDX	5-Day Mcap Lows Nasdaq 100
G5LD.IDX	5-Day Mcap Lows Dow Indu
G5LE.IDX	5-Day Mcap Lows Dow Comp
G5LF.IDX	5-Day Mcap Lows Dow Tran
G5LG.IDX	5-Day Mcap Lows Dow Util
G5LO.IDX	5-Day Mcap Lows Nasdaq Comp
G5LV.IDX	5-Day Mcap Lows S&P ESG
G5LY.IDX	5-Day Mcap Lows S&P 500 Value
G5LZ.IDX	5-Day Mcap Lows S&P 500 Growth
G6DA.IDX	6-Month Mcap Hi-Lo S&P 600
G6DB.IDX	6-Month Mcap Hi-Lo S&P 400
G6DC.IDX	6-Month Mcap Hi-Lo Nasdaq 100
G6DD.IDX	6-Month Mcap Hi-Lo Dow Indu
G6DE.IDX	6-Month Mcap Hi-Lo Dow Comp
G6DF.IDX	6-Month Mcap Hi-Lo Dow Tran
G6DG.IDX	6-Month Mcap Lows Dow Util
G6DO.IDX	6-Month Mcap Hi-Lo Nasdaq Comp
G6DV.IDX	6-Month Mcap Hi-Lo S&P ESG
G6DY.IDX	6-Month Mcap Hi-Lo S&P 500 Value
G6DZ.IDX	6-Month Mcap Hi-Lo S&P 500 Growth
G6HA.IDX	6-Month Mcap Highs S&P 600
G6HB.IDX	6-Month Mcap Highs S&P 400
G6HC.IDX	6-Month Mcap Highs Nasdaq 100
G6HD.IDX	6-Month Mcap Highs Dow Indu
G6HE.IDX	6-Month Mcap Highs Dow Comp
G6HF.IDX	6-Month Mcap Highs Dow Tran
G6HO.IDX	6-Month Mcap Highs Nasdaq Comp
G6HV.IDX	6-Month Mcap Highs S&P ESG
G6HY.IDX	6-Month Mcap Highs S&P 500 Value
G6HZ.IDX	6-Month Mcap Highs S&P 500 Growth
G6LA.IDX	6-Month Mcap Lows S&P 600
G6LB.IDX	6-Month Mcap Lows S&P 400
G6LC.IDX	6-Month Mcap Lows Nasdaq 100
G6LD.IDX	6-Month Mcap Lows Dow Indu
G6LE.IDX	6-Month Mcap Lows Dow Comp
G6LF.IDX	6-Month Mcap Lows Dow Tran
G6LG.IDX	6-Month Mcap Hi-Lo Dow Util
G6LO.IDX	6-Month Mcap Lows Nasdaq Comp
G6LV.IDX	6-Month Mcap Lows S&P ESG
G6LY.IDX	6-Month Mcap Lows S&P 500 Value
G6LZ.IDX	6-Month Mcap Lows S&P 500 Growth
GADA.IDX	52-Week Mcap Hi-Lo S&P 600
GADB.IDX	52-Week Mcap Hi-Lo S&P 400
GADC.IDX	52-Week Mcap Hi-Lo Nasdaq 100
GADD.IDX	52-Week Mcap Hi-Lo Dow Indu
GADE.IDX	52-Week Mcap Hi-Lo Dow Comp
GADF.IDX	52-Week Mcap Hi-Lo Dow Tran
GADG.IDX	52-Week Mcap Hi-Lo Dow Util
GADO.IDX	52-Week Mcap Hi-Lo Nasdaq Comp
GADV.IDX	52-Week Mcap Hi-Lo S&P ESG
GADY.IDX	52-Week Mcap Hi-Lo S&P 500 Value
GADZ.IDX	52-Week Mcap Hi-Lo S&P 500 Growth
GAHA.IDX	52-Week Mcap Highs S&P 600
GAHB.IDX	52-Week Mcap Highs S&P 400
GAHC.IDX	52-Week Mcap Highs Nasdaq 100
GAHD.IDX	52-Week Mcap Highs Dow Indu
GAHE.IDX	52-Week Mcap Highs Dow Comp
GAHF.IDX	52-Week Mcap Highs Dow Tran
GAHO.IDX	52-Week Mcap Highs Nasdaq Comp
GAHV.IDX	52-Week Mcap Highs S&P ESG
GAHY.IDX	52-Week Mcap Highs S&P 500 Value
GAHZ.IDX	52-Week Mcap Highs S&P 500 Growth
GALA.IDX	52-Week Mcap Lows S&P 600
GALB.IDX	52-Week Mcap Lows S&P 400
GALC.IDX	52-Week Mcap Lows Nasdaq 100
GALD.IDX	52-Week Mcap Lows Dow Indu
GALE.IDX	52-Week Mcap Lows Dow Comp
GALF.IDX	52-Week Mcap Lows Dow Tran
GALG.IDX	52-Week Mcap Lows Dow Util
GALO.IDX	52-Week Mcap Lows Nasdaq Comp
GALV.IDX	52-Week Mcap Lows S&P ESG
GALY.IDX	52-Week Mcap Lows S&P 500 Value
GALZ.IDX	52-Week Mcap Lows S&P 500 Growth
GMI.IDX	Mkt Vector Gold Min Iopv
GNX.IDX	GSCI Spot Return
GYDA.IDX	YTD Mcap Hi-Lo S&P 600
GYDB.IDX	YTD Mcap Hi-Lo S&P 400
GYDC.IDX	YTD Mcap Hi-Lo Nasdaq 100
GYDD.IDX	YTD Mcap Hi-Lo Dow Indu
GYDE.IDX	YTD Mcap Hi-Lo Dow Comp
GYDF.IDX	YTD Mcap Hi-Lo Dow Tran
GYDG.IDX	YTD Mcap Hi-Lo Dow Util
GYDO.IDX	YTD Mcap Hi-Lo Nasdaq Comp
GYDV.IDX	YTD Mcap Hi-Lo S&P ESG
GYDY.IDX	YTD Mcap Hi-Lo S&P 500 Value
GYDZ.IDX	YTD Mcap Hi-Lo S&P 500 Growth
GYHA.IDX	YTD Mcap Highs S&P 600
GYHB.IDX	YTD Mcap Highs S&P 400
GYHC.IDX	YTD Cap Highs Nasdaq 100
GYHD.IDX	YTD Mcap Highs Dow Indu
GYHE.IDX	YTD Mcap Highs Dow Comp
GYHF.IDX	YTD Mcap Highs Dow Tran
GYHO.IDX	YTD Mcap Highs Nasdaq Comp
GYHV.IDX	YTD Mcap Highs S&P ESG
GYHY.IDX	YTD Mcap Highs S&P 500 Value
GYHZ.IDX	YTD Mcap Highs S&P 500 Growth
GYLA.IDX	YTD Mcap Lows S&P 600
GYLB.IDX	YTD Mcap Lows S&P 400
GYLC.IDX	YTD Mcap Lows Nasdaq 100
GYLD.IDX	YTD Mcap Lows Dow Indu
GYLE.IDX	YTD Mcap Lows Dow Comp
GYLF.IDX	YTD Mcap Lows Dow Tran
GYLG.IDX	YTD Mcap Lows Dow Util
GYLO.IDX	YTD Mcap Lows Nasdaq Comp
GYLV.IDX	YTD Mcap Lows S&P ESG
GYLY.IDX	YTD Mcap Lows S&P 500 Value
GYLZ.IDX	YTD Mcap Lows S&P 500 Growth
HGX.IDX	Phlx Hsg Sector Index
HIGA.IDX	AMEX New Highs
HIGC.IDX	CSE New Highs
HIGD.IDX	OTC New Highs
HIGE.IDX	ETFS New Highs
HIGN.IDX	NYSE New Highs
HIGQ.IDX	NASD New Highs
HIGS.IDX	TSX New Highs
HIGU.IDX	OTC US New Highs
HIGV.IDX	TSXV New Highs
HLCD.IDX	CAD High Low Stocks
HLUS.IDX	US High Low Stocks
HSCE.IDX	Hang Seng China Enterprises Index
HSI.IDX	Hang Seng Index
HUI.IDX	AMEX Gold Bugs Index
HVX.IDX	Mkt Vector Env Serv Iopv
IDX.IDX	S&P 400 Midcap Index
INDS.IDX	Nasdaq Industrial
INSR.IDX	Nasdaq Inurance
IQX.IDX	S&P 500 EQUAL WEIGHT
IQZ.IDX	S&P 1000
IVX.IDX	S&P 500 Value
IXB.IDX	Materials Select Sector Index
IXCO.IDX	Nasdaq Computer
IXE.IDX	The Energy Select Sector Index
IXF.IDX	Nasdaq Financial 100
IXHC.IDX	NASDAQ Health Care Index
IXI.IDX	Industrial Select Sector Index
IXM.IDX	Financial Select Sector Index
IXR.IDX	Consumer Staples Select Sector Index
IXTC.IDX	Nasdaq Telecommunications
IXU.IDX	Utilities Select Sector Index
IXV.IDX	Healthcare Select Sector Index
IXY.IDX	Consumer Discretionary Select Sector Index
JKSE.IDX	Jakarta Composite Index
KDX.IDX	KBW Finsec Dividend Yield Index
KIX.IDX	KBW Insurance Index
KLSE.IDX	Bursa Malaysia Klci Index
KLX.IDX	Mkt Vectors Steel Iopv
KPX.IDX	KBW Property & Casualty Index
KRX.IDX	KBW Regional Banking Index
KSI.IDX	Kospi 200 Index
KSIC.IDX	Kospi Composite Index
KSX.IDX	KBW Capital Markets Index
KYX.IDX	KBW Premium Yield Equity REIT Index
LOWA.IDX	AMEX New Lows
LOWC.IDX	CSE New Highs
LOWD.IDX	OTC New Lows
LOWE.IDX	ETFS New Highs
LOWN.IDX	NYSE New Lows
LOWQ.IDX	NASD New Lows
LOWS.IDX	TSX New Lows
LOWU.IDX	OTC US New Lows
LOWV.IDX	TSXV New Lows
M1DA.IDX	1-Month Hi-Lo AMEX
M1DB.IDX	1-Month Hi-Lo S&P 500 Materials
M1DC.IDX	1-Month Hi-Lo Russell 2000
M1DE.IDX	1-Month Hi-Lo ETFS
M1DF.IDX	1-Month Hi-Lo S&P 500 Financials
M1DG.IDX	1-Month Hi-Lo Russell 1000
M1DH.IDX	1-Month Hi-Lo Price GT $10
M1DI.IDX	1-Month Hi-Lo S&P 500 Industrials
M1DJ.IDX	1-Month Hi-Lo S&P 500 Utilities
M1DK.IDX	1-Month Hi-Lo S&P 500 Info Tech
M1DL.IDX	1-Month Hi-Lo Price Lt $10
M1DM.IDX	1-Month Hi-Lo S&P 500 Consumer Staples
M1DN.IDX	1-Month Hi-Lo NYSE
M1DO.IDX	1-Month Hi-Lo S&P 100
M1DP.IDX	1-Month Hi-Lo S&P 500
M1DQ.IDX	1-Month Hi-Lo Nasdaq
